Date,Q,Julian,Year,Month,Day,Season,DecYear,waterYear,Qb,Qq,FNConc,FNFlux,Conc,Flux
10/20/1989,0.339802156,51061,1989,10,294,fall,1989.800685,1990,0.304764126,0.04503803,0.168805379,7.852651589,0.151207932,4.439299513
10/21/1989,0.339802156,51062,1989,10,295,fall,1989.803425,1990,0.305577604,0.044224552,0.167298843,7.574659682,0.14838571,4.356442149
10/22/1989,0.368119003,51063,1989,10,296,fall,1989.806164,1990,0.306181346,0.071937657,0.167980296,7.856763569,0.186916802,5.944978942
10/23/1989,0.31148531,51064,1989,10,297,fall,1989.808904,1990,0.306620457,0.014864853,0.187361707,13.29063257,0.071986244,1.937317601
10/24/1989,0.339802156,51065,1989,10,298,fall,1989.811644,1990,0.306995222,0.042806934,0.196253617,13.07470058,0.140753708,4.13237493
10/25/1989,0.339802156,51066,1989,10,299,fall,1989.814384,1990,0.307346248,0.042455909,0.219614221,15.94669341,0.138356851,4.062005831
10/26/1989,0.31148531,51067,1989,10,300,fall,1989.817123,1990,0.307661045,0.013824265,0.19541723,20.47453855,0.066579938,1.791821309
10/27/1989,0.339802156,51068,1989,10,301,fall,1989.819863,1990,0.307949358,0.041852798,0.18931771,13.0935218,0.133648076,3.923761336
10/28/1989,0.31148531,51069,1989,10,302,fall,1989.822603,1990,0.308216048,0.013269262,0.164098843,9.122009495,0.063462221,1.707916271
10/29/1989,0.339802156,51070,1989,10,303,fall,1989.825342,1990,0.308501063,0.041301093,0.161251724,8.875509107,0.129155228,3.79185625
10/30/1989,0.368119003,51071,1989,10,304,fall,1989.828082,1990,0.308917163,0.06920184,0.169556234,13.52044721,0.166128119,5.28378488
10/31/1989,0.396435849,51072,1989,10,305,fall,1989.830822,1990,0.309406788,0.097029062,0.148098355,7.753090518,0.189780055,6.500357333
11/1/1989,0.368119003,51073,1989,11,306,fall,1989.833562,1990,0.309828611,0.068290392,0.164006969,9.486352926,0.16147135,5.135674094
11/2/1989,0.368119003,51074,1989,11,307,fall,1989.836301,1990,0.310158663,0.06796034,0.165113898,10.06845797,0.159230259,5.064395097
11/3/1989,0.339802156,51075,1989,11,308,fall,1989.839041,1990,0.310379248,0.039422908,0.158361125,9.84481779,0.117955857,3.46305496
11/4/1989,0.339802156,51076,1989,11,309,fall,1989.841781,1990,0.310479941,0.039322216,0.155610877,29.68419867,0.116024384,3.406349026
11/5/1989,0.339802156,51077,1989,11,310,fall,1989.844521,1990,0.309322599,0.040479557,0.157924441,11.86966173,0.115134955,3.380236359
11/6/1989,0.339802156,51078,1989,11,311,fall,1989.84726,1990,0.307479351,0.042322805,0.177890378,11.30837281,0.11469556,3.367336192
11/7/1989,0.368119003,51079,1989,11,312,fall,1989.85,1990,0.305396496,0.072722507,0.154913919,8.020627614,0.152657569,4.855347553
11/8/1989,0.339802156,51080,1989,11,313,fall,1989.85274,1990,0.303018319,0.046783838,0.137784177,7.111566619,0.114069608,3.348958929
11/9/1989,0.339802156,51081,1989,11,314,fall,1989.855479,1990,0.300373407,0.04942875,0.142058543,9.476503552,0.113974499,3.346166647
11/10/1989,0.339802156,51082,1989,11,315,fall,1989.858219,1990,0.297488725,0.052313431,0.148526043,10.44538726,0.11415796,3.351552857
11/11/1989,0.339802156,51083,1989,11,316,fall,1989.860959,1990,0.294346732,0.055455424,0.140700701,8.12712607,0.11476837,3.369473816
11/12/1989,0.339802156,51084,1989,11,317,fall,1989.863699,1990,0.290928321,0.058873835,0.139001311,7.704367695,0.115709912,3.397116476
11/13/1989,0.31148531,51085,1989,11,318,fall,1989.866438,1990,0.288241936,0.033243375,0.135728212,7.401654335,0.074354428,2.001050957
11/14/1989,0.339802156,51086,1989,11,319,fall,1989.869178,1990,0.286314288,0.063487868,0.135144017,7.313561755,0.116861669,3.430930805
11/15/1989,0.31148531,51087,1989,11,320,fall,1989.871918,1990,0.284230345,0.037254965,0.124633708,6.405580253,0.075346465,2.027748997
11/16/1989,0.283168464,51088,1989,11,321,fall,1989.874658,1990,0.283168464,0.01,0.125947578,6.281787574,0.039481654,0.965948472
11/17/1989,0.283168464,51089,1989,11,322,fall,1989.877397,1990,0.283168464,0.01,0.126302688,6.915052565,0.038945686,0.952835612
11/18/1989,0.283168464,51090,1989,11,323,fall,1989.880137,1990,0.283168464,0.01,0.129370429,9.711849349,0.038427078,0.94014749
11/19/1989,0.283168464,51091,1989,11,324,fall,1989.882877,1990,0.283168464,0.01,0.128294131,7.393327758,0.037925618,0.927878895
11/20/1989,0.283168464,51092,1989,11,325,fall,1989.885616,1990,0.283168464,0.01,0.123449635,6.726673091,0.037441065,0.916023936
11/21/1989,0.283168464,51093,1989,11,326,fall,1989.888356,1990,0.283168464,0.01,0.120435313,8.50706547,0.03697315,0.904576045
11/22/1989,0.31148531,51094,1989,11,327,fall,1989.891096,1990,0.283201407,0.038283903,0.107098295,5.732542726,0.068963069,1.855956932
11/23/1989,0.31148531,51095,1989,11,328,fall,1989.893836,1990,0.283261157,0.038224153,0.121572296,12.30311458,0.067989223,1.829748463
11/24/1989,0.31148531,51096,1989,11,329,fall,1989.896575,1990,0.283302816,0.038182494,0.103138194,6.742383991,0.067055529,1.804620576
11/25/1989,0.31148531,51097,1989,11,330,fall,1989.899315,1990,0.283249767,0.038235543,0.103609093,5.829900244,0.066225659,1.782286849
11/26/1989,0.31148531,51098,1989,11,331,fall,1989.902055,1990,0.282643814,0.038841496,0.116577056,7.883138241,0.065886837,1.773168365
11/27/1989,0.339802156,51099,1989,11,332,fall,1989.904795,1990,0.281819423,0.067982733,0.121368107,9.573643189,0.108262479,3.178467984
11/28/1989,0.368119003,51100,1989,11,333,fall,1989.907534,1990,0.280642435,0.097476568,0.141071696,10.8642643,0.151373977,4.814522264
11/29/1989,0.368119003,51101,1989,11,334,fall,1989.910274,1990,0.278976544,0.099142459,0.14530466,9.472761447,0.153186819,4.872180599
11/30/1989,0.339802156,51102,1989,11,335,fall,1989.913014,1990,0.27681162,0.072990537,0.138727825,8.301402023,0.112114218,3.29155081
12/1/1989,0.31148531,51103,1989,12,336,fall,1989.915753,1990,0.274263645,0.047221665,0.120005535,6.73685785,0.069964217,1.882900138
12/2/1989,0.31148531,51104,1989,12,337,fall,1989.918493,1990,0.271446273,0.050039037,0.118185729,5.903897951,0.072299896,1.945758728
12/3/1989,0.31148531,51105,1989,12,338,fall,1989.921233,1990,0.26838542,0.05309989,0.100816902,4.797711655,0.07521598,2.024237328
12/4/1989,0.283168464,51106,1989,12,339,fall,1989.923973,1990,0.266127978,0.027040486,0.105097356,5.796883994,0.041183072,1.007574954
12/5/1989,0.283168464,51107,1989,12,340,fall,1989.926712,1990,0.264746317,0.028422147,0.097005481,4.959638803,0.041710616,1.020481724
12/6/1989,0.283168464,51108,1989,12,341,fall,1989.929452,1990,0.263252629,0.029915834,0.093477875,4.586405657,0.042336941,1.035805235
12/7/1989,0.283168464,51109,1989,12,342,fall,1989.932192,1990,0.261637832,0.031530632,0.091727142,4.516176849,0.043101446,1.054509441
12/8/1989,0.277505094,51110,1989,12,343,fall,1989.934932,1990,0.260121701,0.027383393,0.088799999,4.351068048,0.03789896,0.908682142
12/9/1989,0.277505094,51111,1989,12,344,fall,1989.937671,1990,0.258712237,0.028792857,0.097012671,4.538727636,0.038497144,0.923024464
12/10/1989,0.283168464,51112,1989,12,345,fall,1989.940411,1990,0.257179882,0.035988582,0.110829081,6.327796922,0.04555381,1.114508371
12/11/1989,0.31148531,51113,1989,12,346,fall,1989.943151,1990,0.255455049,0.066030261,0.103881443,5.166738234,0.088967459,2.39432168
12/12/1989,0.277505094,51114,1989,12,347,fall,1989.94589,1990,0.253598974,0.03390612,0.095712766,4.667777891,0.041419641,0.993095543
12/13/1989,0.271841725,51115,1989,12,348,fall,1989.94863,1990,0.251890236,0.029951489,0.086504023,4.399646529,0.036515142,0.857635717
12/14/1989,0.271841725,51116,1989,12,349,fall,1989.95137,1990,0.250272548,0.031569177,0.109926726,10.47762491,0.037495187,0.880654144
12/15/1989,0.271841725,51117,1989,12,350,fall,1989.95411,1990,0.248523696,0.033318029,0.119793148,7.655051423,0.038675877,0.908385148
12/16/1989,0.266178356,51118,1989,12,351,fall,1989.956849,1990,0.246862641,0.029315715,0.123995587,8.446229099,0.03627519,0.834249916
12/17/1989,0.260514987,51119,1989,12,352,fall,1989.959589,1990,0.245526098,0.024988889,0.097845077,5.258369938,0.031836318,0.716587594
12/18/1989,0.254851617,51120,1989,12,353,fall,1989.962329,1990,0.244540378,0.020311239,0.095643266,4.731088307,0.027954912,0.615544221
12/19/1989,0.254851617,51121,1989,12,354,fall,1989.965068,1990,0.243704332,0.021147285,0.093181727,4.442115767,0.028239161,0.621803171
12/20/1989,0.249188248,51122,1989,12,355,fall,1989.967808,1990,0.243030094,0.016158154,0.100939536,4.752699452,0.025471973,0.548408138
12/21/1989,0.249188248,51123,1989,12,356,fall,1989.970548,1990,0.242530784,0.016657464,0.108171501,5.48290457,0.025614984,0.551487131
12/22/1989,0.249188248,51124,1989,12,357,fall,1989.973288,1990,0.24199099,0.017197258,0.119529839,6.170993941,0.025793484,0.555330225
12/23/1989,0.249188248,51125,1989,12,358,fall,1989.976027,1990,0.241407428,0.01778082,0.136715101,8.893609365,0.025499875,0.549008866
12/24/1989,0.249188248,51126,1989,12,359,fall,1989.978767,1990,0.240776551,0.018411697,0.125816572,7.504910931,0.026292905,0.566082688
12/25/1989,0.249188248,51127,1989,12,360,fall,1989.981507,1990,0.240094522,0.019093726,0.100460247,6.615201867,0.026628213,0.573301829
12/26/1989,0.243524879,51128,1989,12,361,fall,1989.984247,1990,0.239586789,0.01393809,0.099115032,6.845602402,0.023622623,0.497032966
12/27/1989,0.243524879,51129,1989,12,362,fall,1989.986986,1990,0.239267484,0.014257395,0.12750244,9.225515463,0.023687787,0.498404052
12/28/1989,0.249188248,51130,1989,12,363,fall,1989.989726,1990,0.23891368,0.020274568,0.118142164,9.10867855,0.026242901,0.565006117
12/29/1989,0.249188248,51131,1989,12,364,fall,1989.992466,1990,0.238506005,0.020682243,0.114015209,6.971845301,0.026385353,0.568073076
12/30/1989,0.243524879,51132,1989,12,365,fall,1989.995205,1990,0.238073886,0.015450993,0.11078985,6.179321975,0.024022297,0.505442333
12/31/1989,0.237861509,51133,1989,12,366,fall,1989.997945,1990,0.237861509,0.01,0.097541361,5.761609434,0.022730705,0.467144046
1/1/1990,0.237861509,51134,1990,1,1,fall,1990.000685,1990,0.237861509,0.01,0.095755325,5.567076521,0.022779485,0.468146535
1/2/1990,0.237861509,51135,1990,1,2,fall,1990.003425,1990,0.237861509,0.01,0.12610905,7.467860656,0.022834229,0.469271584
1/3/1990,0.254851617,51136,1990,1,3,fall,1990.006164,1990,0.237885402,0.026966215,0.134731963,8.26906628,0.03088295,0.680017216
1/4/1990,0.254851617,51137,1990,1,4,fall,1990.008904,1990,0.237977387,0.02687423,0.154341289,13.38776026,0.030785576,0.677873129
1/5/1990,0.249188248,51138,1990,1,5,fall,1990.011644,1990,0.238143046,0.021045202,0.146957973,12.8691816,0.026350634,0.567325574
1/6/1990,0.249188248,51139,1990,1,6,fall,1990.014384,1990,0.238354881,0.020833367,0.125895667,6.841564501,0.02623946,0.564932022
1/7/1990,0.254851617,51140,1990,1,7,fall,1990.017123,1990,0.238605034,0.026246583,0.13116148,9.056844194,0.030234126,0.665730661
1/8/1990,0.283168464,51141,1990,1,8,fall,1990.019863,1990,0.238942315,0.054226149,0.126479933,10.39739985,0.066243276,1.620691772
1/9/1990,0.368119003,51142,1990,1,9,fall,1990.022603,1990,0.239559314,0.138559689,0.127066578,9.250912436,0.224545721,7.141784842
1/10/1990,0.396435849,51143,1990,1,10,fall,1990.025342,1990,0.240730741,0.165705109,0.154516989,10.69710806,0.262567627,8.993481413
1/11/1990,0.339802156,51144,1990,1,11,fall,1990.028082,1990,0.242489422,0.107312734,0.145406789,9.548853605,0.171296163,5.029067995
1/12/1990,0.31148531,51145,1990,1,12,fall,1990.030822,1990,0.244581399,0.076903911,0.153231182,9.667628874,0.114797922,3.089479638
1/13/1990,0.283168464,51146,1990,1,13,fall,1990.033562,1990,0.246747681,0.046420783,0.132771093,9.071838411,0.053915612,1.319086161
1/14/1990,0.283168464,51147,1990,1,14,fall,1990.036301,1990,0.248845894,0.04432257,0.099839393,5.514649559,0.050771291,1.242157983
1/15/1990,0.277505094,51148,1990,1,15,fall,1990.039041,1990,0.250826277,0.036678817,0.082219286,3.901511292,0.039860573,0.955714644
1/16/1990,0.283168464,51149,1990,1,16,fall,1990.041781,1990,0.252686739,0.040481724,0.079145126,3.642218199,0.045498875,1.11316434
1/17/1990,1.982179246,51150,1990,1,17,fall,1990.044521,1990,0.256831327,1.735347919,0.12225768,12.68379634,1.456702393,249.4752697
1/18/1990,0.849505391,51151,1990,1,18,fall,1990.04726,1990,0.263893523,0.595611868,0.128240361,17.31712673,0.915217212,67.17444095
1/19/1990,0.566336927,51152,1990,1,19,fall,1990.05,1990,0.271032901,0.305304026,0.130391278,14.17699879,0.695143678,34.0144302
1/20/1990,0.481386388,51153,1990,1,20,fall,1990.05274,1990,0.277154238,0.21423215,0.140571054,18.81592984,0.484531238,20.15251855
1/21/1990,0.453069542,51154,1990,1,21,fall,1990.055479,1990,0.282241271,0.180828271,0.129306241,11.57713759,0.371901173,14.55814894
1/22/1990,0.424752696,51155,1990,1,22,fall,1990.058219,1990,0.286349465,0.148403231,0.171984399,48.16138651,0.273453981,10.03538728
1/23/1990,0.481386388,51156,1990,1,23,fall,1990.060959,1990,0.289574669,0.201811719,0.156870012,18.62321376,0.539718086,22.44783803
1/24/1990,0.764554852,51157,1990,1,24,fall,1990.063699,1990,0.2919458,0.482609052,0.173851112,12.69404764,0.922637176,60.94714144
1/25/1990,0.679604313,51158,1990,1,25,fall,1990.066438,1990,0.293397348,0.396206965,0.154662125,10.73009898,0.851370082,49.99058898
1/26/1990,0.396435849,51159,1990,1,26,fall,1990.069178,1990,0.293952436,0.112483414,0.138431202,9.190444056,0.182861004,6.263365601
1/27/1990,0.339802156,51160,1990,1,27,fall,1990.071918,1990,0.289918001,0.059884155,0.135072251,8.387789406,0.075451155,2.215163393
1/28/1990,0.339802156,51161,1990,1,28,fall,1990.074658,1990,0.28587334,0.063928817,0.131517851,7.296102693,0.083783169,2.459782203
1/29/1990,0.31148531,51162,1990,1,29,fall,1990.077397,1990,0.282648713,0.038836597,0.179919409,23.6566377,0.042488391,1.143461626
1/30/1990,0.31148531,51163,1990,1,30,fall,1990.080137,1990,0.280310611,0.041174699,0.147139964,14.75224059,0.045446578,1.223073342
1/31/1990,0.283168464,51164,1990,1,31,fall,1990.082877,1990,0.278930913,0.014237551,0.137359367,7.346669923,0.027312522,0.668221469
2/1/1990,0.31148531,51165,1990,2,32,spring,1990.085616,1990,0.278544278,0.042941032,0.153629604,8.029848688,0.047941212,1.290209752
2/2/1990,0.283168464,51166,1990,2,33,spring,1990.088356,1990,0.278126295,0.015042168,0.122331573,6.603373837,0.028681147,0.701705927
2/3/1990,0.283168464,51167,1990,2,34,spring,1990.091096,1990,0.277717471,0.015450993,0.154129125,8.645845904,0.028681281,0.701709189
2/4/1990,0.277505094,51168,1990,2,35,spring,1990.093836,1990,0.277505094,0.01,0.146612296,7.929853768,0.029275685,0.701926715
2/5/1990,0.396435849,51169,1990,2,36,spring,1990.096575,1990,0.277672341,0.128763508,0.14173433,7.671804297,0.224060399,7.674529628
2/6/1990,0.339802156,51170,1990,2,37,spring,1990.099315,1990,0.278086457,0.0717157,0.161259711,22.4485321,0.101051975,2.966775455
2/7/1990,0.31148531,51171,1990,2,38,spring,1990.102055,1990,0.278545263,0.042940047,0.202853537,81.47225053,0.047867135,1.288216175
2/8/1990,0.877822237,51172,1990,2,39,spring,1990.104795,1990,0.278896653,0.608925585,0.208472019,28.30770094,0.861795017,65.36184449
2/9/1990,0.566336927,51173,1990,2,40,spring,1990.107534,1990,0.278681047,0.29765588,0.199343695,15.86370097,0.662789967,32.43131424
2/10/1990,0.368119003,51174,1990,2,41,spring,1990.110274,1990,0.272964713,0.10515429,0.212790042,72.73194319,0.175783039,5.590864268
2/11/1990,0.277505094,51175,1990,2,42,spring,1990.113014,1990,0.269504279,0.018000815,0.211133351,60.02728431,0.029142713,0.698738517
2/12/1990,0.271841725,51176,1990,2,43,spring,1990.115753,1990,0.269085161,0.012756564,0.182846014,23.24613051,0.028720126,0.674553188
2/13/1990,0.283168464,51177,1990,2,44,spring,1990.118493,1990,0.268844436,0.024324028,0.193273296,17.61827451,0.030955624,0.757352709
2/14/1990,0.339802156,51178,1990,2,45,spring,1990.121233,1990,0.268447726,0.08135443,0.231500503,56.74769313,0.129145054,3.791557542
2/15/1990,0.424752696,51179,1990,2,46,spring,1990.123973,1990,0.267574056,0.16717864,0.231012104,38.75107632,0.323066458,11.85609735
2/16/1990,0.31148531,51180,1990,2,47,spring,1990.126712,1990,0.266045914,0.055439396,0.196170888,18.20486467,0.074170055,1.996089051
2/17/1990,0.283168464,51181,1990,2,48,spring,1990.129452,1990,0.264396692,0.028771772,0.216715884,20.29099144,0.034156089,0.835654507
2/18/1990,0.277505094,51182,1990,2,49,spring,1990.132192,1990,0.263104252,0.024400842,0.228750742,38.8993236,0.031283735,0.750072595
2/19/1990,0.271841725,51183,1990,2,50,spring,1990.134932,1990,0.262166213,0.019675512,0.260362113,67.54395562,0.03013955,0.707891389
2/20/1990,0.283168464,51184,1990,2,51,spring,1990.137671,1990,0.261364492,0.031803972,0.331589198,154.2260893,0.037684936,0.921990414
2/21/1990,0.266178356,51185,1990,2,52,spring,1990.140411,1990,0.260727363,0.015450993,0.366709192,147.2951602,0.029738957,0.683930888
2/22/1990,0.260514987,51186,1990,2,53,spring,1990.143151,1990,0.260514987,0.01,0.30888423,53.64912459,0.033265532,0.748757048
2/23/1990,0.277505094,51187,1990,2,54,spring,1990.14589,1990,0.260538879,0.026966215,0.311115132,38.96088509,0.033527014,0.803858442
2/24/1990,0.31148531,51188,1990,2,55,spring,1990.14863,1990,0.260678649,0.060806661,0.289433959,35.72449977,0.091815817,2.470977651
2/25/1990,0.31148531,51189,1990,2,56,spring,1990.15137,1990,0.261006897,0.060478413,0.276372531,61.92081016,0.091321758,2.457681348
2/26/1990,0.283168464,51190,1990,2,57,spring,1990.15411,1990,0.261409899,0.031758564,0.265656922,43.09179073,0.03889149,0.951509673
2/27/1990,0.266178356,51191,1990,2,58,spring,1990.156849,1990,0.2617722,0.014406156,0.269051707,59.78590494,0.031040151,0.713855492
2/28/1990,0.31148531,51192,1990,2,59,spring,1990.159589,1990,0.262166375,0.059318935,0.237419847,33.42236532,0.089629588,2.412141129
3/1/1990,0.339802156,51193,1990,3,61,spring,1990.162329,1990,0.262757167,0.087044989,0.267910213,41.76563718,0.155211237,4.556832177
3/2/1990,0.566336927,51194,1990,3,62,spring,1990.165068,1990,0.263821896,0.312515031,0.277752779,80.34313658,0.654396816,32.0206247
3/3/1990,0.453069542,51195,1990,3,63,spring,1990.167808,1990,0.265124621,0.197944921,0.255227255,44.95964809,0.427799338,16.74629423
3/4/1990,0.31148531,51196,1990,3,64,spring,1990.170548,1990,0.266216087,0.055269223,0.196242213,19.42823038,0.0796186,2.142722097
3/5/1990,0.277505094,51197,1990,3,65,spring,1990.173288,1990,0.267106415,0.020398679,0.21573782,33.90686487,0.033128174,0.794295688
3/6/1990,0.277505094,51198,1990,3,66,spring,1990.176027,1990,0.267886316,0.019618778,0.266226893,57.63516985,0.033281796,0.797978989
3/7/1990,0.277505094,51199,1990,3,67,spring,1990.178767,1990,0.268607725,0.01889737,0.301759948,109.2654593,0.033522255,0.80374434
3/8/1990,2.860001483,51200,1990,3,68,spring,1990.181507,1990,0.272906663,2.59709482,0.33968064,97.67386978,1.260073564,311.3693794
3/9/1990,4.672279651,51201,1990,3,69,spring,1990.184247,1990,0.290054231,4.39222542,0.365000956,89.72962847,1.429437843,577.042561
3/10/1990,1.982179246,51202,1990,3,70,spring,1990.186986,1990,0.322377283,1.669801963,0.364622449,107.4899371,0.875004972,149.8536025
3/11/1990,3.794457413,51203,1990,3,71,spring,1990.189726,1990,0.358909569,3.445547844,0.42397338,176.7499771,1.12236564,367.957609
3/12/1990,2.661783559,51204,1990,3,72,spring,1990.192466,1990,0.391610902,2.280172657,0.437293697,127.868562,0.774566105,178.1332408
3/13/1990,2.548516173,51205,1990,3,73,spring,1990.195205,1990,0.419768645,2.138747528,0.438060153,110.7325701,0.709125507,156.14362
3/14/1990,5.38020081,51206,1990,3,74,spring,1990.197945,1990,0.442659236,4.947541574,0.406269889,95.27183878,1.13031785,525.4275177
3/15/1990,2.548516173,51207,1990,3,75,spring,1990.200685,1990,0.459355267,2.099160906,0.39435766,95.61685468,0.659437119,145.2026445
3/16/1990,1.500792858,51208,1990,3,76,spring,1990.203425,1990,0.469311003,1.041481854,0.330515202,55.13471533,0.394512975,51.15590684
3/17/1990,1.019406469,51209,1990,3,77,spring,1990.206164,1990,0.473495321,0.555911149,0.264365399,36.10535611,0.221817271,19.53693741
3/18/1990,0.707921159,51210,1990,3,78,spring,1990.208904,1990,0.466692799,0.25122836,0.207720549,23.36897431,0.110748845,6.77388534
3/19/1990,0.594653774,51211,1990,3,79,spring,1990.211644,1990,0.451725664,0.15292811,0.250847838,33.00712128,0.098947784,5.083747741
3/20/1990,0.538020081,51212,1990,3,80,spring,1990.214384,1990,0.442432859,0.105587222,0.292625312,40.17253663,0.10602543,4.928585245
3/21/1990,0.538020081,51213,1990,3,81,spring,1990.217123,1990,0.434682543,0.113337538,0.268570153,34.86932813,0.100440524,4.668971233
3/22/1990,0.566336927,51214,1990,3,82,spring,1990.219863,1990,0.426260775,0.150076153,0.318569989,49.35441286,0.097527756,4.77218042
3/23/1990,0.509703235,51215,1990,3,83,spring,1990.222603,1990,0.41830414,0.101399094,0.256436691,37.01698973,0.108402618,4.773873439
3/24/1990,0.481386388,51216,1990,3,84,spring,1990.225342,1990,0.412041383,0.079345005,0.251472035,46.85947266,0.099336395,4.131577896
3/25/1990,0.453069542,51217,1990,3,85,spring,1990.228082,1990,0.407566796,0.055502746,0.297635981,79.03350533,0.083235839,3.258284269
3/26/1990,0.453069542,51218,1990,3,86,spring,1990.230822,1990,0.403877384,0.059192158,0.265209748,60.61137837,0.084861082,3.321904738
3/27/1990,0.453069542,51219,1990,3,87,spring,1990.233562,1990,0.39988883,0.063180711,0.266287372,41.95740295,0.086175344,3.373351783
3/28/1990,0.424752696,51220,1990,3,88,spring,1990.236301,1990,0.396724861,0.038027834,0.301928374,44.82100264,0.062595336,2.297163272
3/29/1990,0.424752696,51221,1990,3,89,spring,1990.239041,1990,0.394452334,0.040300362,0.294674329,49.82967193,0.065031007,2.386549061
3/30/1990,0.424752696,51222,1990,3,90,spring,1990.241781,1990,0.391995548,0.042757148,0.290103195,51.24603753,0.066041716,2.423640681
3/31/1990,0.424752696,51223,1990,3,91,spring,1990.244521,1990,0.389339563,0.045413133,0.368146936,93.81499026,0.068861673,2.527129274
4/1/1990,0.453069542,51224,1990,4,92,spring,1990.24726,1990,0.386425179,0.076644363,0.328802692,50.860765,0.091148176,3.568014362
4/2/1990,0.481386388,51225,1990,4,93,spring,1990.25,1990,0.383105525,0.108280864,0.276115086,30.56643676,0.114497774,4.762166675
4/3/1990,0.424752696,51226,1990,4,94,spring,1990.25274,1990,0.379559759,0.055192937,0.234623938,29.20123326,0.076676673,2.813929085
4/4/1990,0.424752696,51227,1990,4,95,spring,1990.255479,1990,0.375895466,0.058857229,0.187493734,21.94109275,0.079224119,2.907416869
4/5/1990,0.424752696,51228,1990,4,96,spring,1990.258219,1990,0.371934069,0.062818626,0.177970589,16.99093831,0.082091412,3.012642603
4/6/1990,0.396435849,51229,1990,4,97,spring,1990.260959,1990,0.368799458,0.037636391,0.221268144,19.90458782,0.054963521,1.882613683
4/7/1990,0.396435849,51230,1990,4,98,spring,1990.263699,1990,0.36655867,0.039877179,0.210295738,24.21563639,0.058139617,1.991401487
4/8/1990,0.368119003,51231,1990,4,99,spring,1990.266438,1990,0.365284176,0.012834827,0.199615424,22.00868954,0.023299713,0.741058606
4/9/1990,0.396435849,51232,1990,4,100,spring,1990.269178,1990,0.365011276,0.041424573,0.272052933,48.52893178,0.061152019,2.094582476
4/10/1990,0.566336927,51233,1990,4,101,spring,1990.271918,1990,0.364332034,0.212004893,0.236590287,45.53254188,0.15387776,7.52947125
4/11/1990,0.453069542,51234,1990,4,102,spring,1990.274658,1990,0.362854877,0.100214665,0.218859121,51.46275784,0.117453046,4.597723955
4/12/1990,0.396435849,51235,1990,4,103,spring,1990.277397,1990,0.360743019,0.04569283,0.199418235,25.4020401,0.067690689,2.318545376
4/13/1990,0.368119003,51236,1990,4,104,spring,1990.280137,1990,0.35924582,0.018873183,0.223740165,24.45288359,0.033752697,1.073520804
